id	document
13381778	가나다라미비시이지니디시니딪ㄱ지
13381773	토르 너무 멋있다 토르 머리 칭찬해 그뤠잇 !
13381769	역시 토르. 중간중간 터지는 유머
13381767	구우우우우으으으으웃
13381759	믿고 본 마블! 시간 빨리 갔다 ㅠ
13381756	의리로보는영화~2시간내내지루하지않고재밌게잘봤습니다
13381753	색다른 칼라의 마블 명작...
13381745	유쾌하고 지루할틈 없는 마블스러운 영화! 두시간동안 재밌게 잘봤네요^^
13381732	주말에 본명화로 최고의 선택
13381728	발키리 누낭 됸나 멋있단~~><
13381726	너무 오랜만에 재미있는 영화였어요 강추입니다!
13381718	지루하지 않게 볼수있습니다 왼던 빵빵안 아닌듯
13381716	재미있음요~토르시리즈 중 제일 재미집니다
13381710	재밌게 잘 봤네요ㅎㅎㅎㅎ
13381704	뭔가 시대의 이슈가될만한 새로운 창조작은 아니지만 흠 잡을데 없는 전형적인 웰메이드 SF액션물
13381690	마블 솔직히 킬링 타임이었는데....재밌네요 ㅋ 지루하지 않았어요 ㅎ
13381685	전작을 몰라도 즐기는데 크게 어려움이 없습니다. 영화 사이 사이에 나오는 유머도 매우 자연스럽고 영화의 구성도 지루하지 않아 기분 좋게 즐겼던 영화 같습니다. 적극 추천합니다.
13381683	천둥의신 토르 재밌네요
13381681	음... 재밌었어요 ㅎㅎ
13381678	아아아~아! 아아아~아!
13381660	무난무난ㄱ ㄷ ㄱ ㄹ ㅎ ㅗ
13381655	굿굿 두번째쿠키기다리지마세요 너무노잼
13381640	재밌어요 가오갤 느낌!!
13381637	아무생각없이보면 재미있어요
13381634	역시역시역시역시역시
13381629	역시 마블 너무재밋어요
13381626	굿! 로키의 착함 헐크의 멍청함 토르의선함 헬라의악함굳이 아쉬운점은 너무 유머 코드로 접근했다는것 정도?볼만했고 다음편이 기대가 됩니다ㅋ 추천!
13381623	첨엔 유치한듯 했으나 볼수록 빠져드는 스토리의 매력~~.근데 적은 누가 물리친거??
13381622	돈주고 다시보고 싶은 영화
13381618	수퍼플랙스에서봤는데 완전긑내줘요
13381613	스탠 리 요즘 마블 영화 다 까메오 출연이네 ㅋㅋㅋ
13381610	잼재매재ㅒ재ㅐ재매잼잼 잼잼
13381586	내용만틀리고 액션 비슷하네요
13381585	최고의 토르영화입니다
13381579	무지무지 재미있습니다토르액션이 멋쪄요
13381564	재미나요~*^^ 토르의 짧은 머리도멋져요
13381554	헬라를 좀 더 잘 살렸으면...뭔가 아쉬웠다.
13381547	꿀잼꿀잼꿀잼꿀잼ㅋㅋ
13381541	너무 재밌어요ㅠㅠ 완전 토르 짱짱..
13381521	그냥 개그물. 볼만함 그렇게 재밌지도 않고 그냥그럼
13381518	전개상의 문제, 몇몇 케릭터들, 과한 유머 등이 있지만 신선한 요소들이 많고, 무엇보다 재밌는 영화를 만드는 데 성공했다.
13381506	재밋어용 ㅋㅋ 신나고 즐겁습니당
13381498	가볍게 볼수있는 영화였습니다..스트레스 날렸어요~^^
13381496	너무 재밌었어요~ 별점10점
13381488	토르중에 제일재밌었다는글보고 왔는데 화남 진심 1,2편본거 맞는지물어보고싶음 스토리탄탄했던 전편들과 달리 개연성전혀없고마블시리즈땜에 억지로 끼워맞추다보니 토르만의매력 제대로 말아먹음 시리즈중에서 제일별로였던영화 평점높은거 절대이해안가는 실관람객 1인
13381486	영화도 참재밌었지만 지금은 내옆에없는 여자친구생각이나는영화네요
13381485	유쾌하고 잼있는 마블의 수작
13381478	요즘에 본 마블영화 중 젤 재밌게 봤어요!!ㅎㅎㅎ 1점 뺀이유는..쿠키영상 2개 기다리다 목빠질뻔;;
13381472	유쾌한 재미는 있지만 조금 유치하지 않았나
13381470	토르 머리 짧아지니까 진짜 잘생겼다는 느낌과 ..영화내내 긴장감과 어두운 분위기 보다는 가디언즈 오브 갤럭시? 같은영화 느낌을 팍 받았네요
13381444	너무 잼나요 역시 마블영화입니다
13381433	역시 가족싸움이 스펙타클....
13381430	망치의신에서 진정한 천둥의신제일 센 장발의 양아치!천둥으로 별을 다 갈아버려도 모자랍니다!굿맨 굿영화 굿타임♡
13381421	여자캐릭터들 너무 멋있어서 다시봐야될듯
13381414	너무조아조아조아조아
13381411	와이프가 보자고 해서.. 유치한거 아닌가 하는 생각에 끌려가듯 봤어요. 결론은... 무척 잼있습니다. 그래픽이나 액션, 거기다가 약간의 코믹도 가미된 영화 였구요. 잼있습니다 ^^
13381406	적절한 유머와 액션 재미 있네요!울 아들 10살인데, 좋아하네요
13381392	역시 토르. 1,2편 뿐아니라 3편에서도 실망시키지 않네요!!! 짱이에요~~!!
13381387	기존 마블 히어로 영화보다개그 요소가 더 많이 들어갔네요그덕에 깨알재미가 많았고 전체적으로아주 잘 만들어짐
13381376	볼거리는 참 많고 지나치게 너무 유쾌함.
13381374	매우 재밌었음. 스토리가 전형적인 권선징악이 아닌점도 좋았고 중간중간 유머코드도 좋았음.
13381353	잼쌈요 성인을 위한 애니메이션
13381322	꿀잼꿀잼 재밈서여ㅎㅎㅎㅎ
13381305	꿀잼 토르시리즈중에선 최고
13381303	지금까지의 토는중 제일 잼났네요.ㅋㅋ
13381301	정말 최고 말이 필요없음
13381300	굿 굿!!!!재밌네용 ~
13381293	아들과 함께 본 영화중간 중간 웃음을 선사해 주는 영화속이 후련한 영화였어요
13381289	진짜 정말 재밌어요!!ㅠㅠㅠ토르는 짱입니다
13381284	재밌었어요. 졸렸는데 시간가는줄 모르고 봤네요
13381282	나만그런가... 다른 마블시리즈에비해서 전개도 지루하고 ㅠㅠ 마블보다가 졸은적은 처음이네요..
13381276	너무 재밌었다. 토르 짱짱!!시간되면 꼭 또 보러 갈 영화!!!! 기존 시리즈랑 다르게 넘나 재밌고 웃겻던 영화
13381268	난 왜 이거보고 로키한테 빠졌지... 여튼 존잼이었음
13381267	진짜진짜 최고로 잼나요!!!
13381266	장발 양아치 ㅋㅋㅋ 나만 웃긴가..ㅋㅋ....
13381265	꿀잼개잼리얼잼 막판 잼
13381259	진짜 히어로물 판타지의 정수..레드제플린 노래를 ost 로 한건 신의 한수....아아아~~ 아ㅋ
13381253	기대 안하고 갑자기 보게되엇는대 꿀잼 ! 긴장감도잇고 토르의변신도 신선햇음!
13381242	토르 각성할 때 소름돋음
13381241	영화에서 헐크를보다니
13381232	재밌게잘봤습니다 토르역시재밌네요
13381231	비주얼 최고!오오오오
13381228	되게 재밋어요!!! 같이 본 친구도 재밋어하네요 ㅎㅎ
13381218	굿하드케리헐크굿굿굿
13381215	잼엇음 매우 웃겻음 암튼 많이보세요
13381207	가볍게 즐겁게 볼 수 있던 영화~~ 덕분에 1.2편도 다시 봤네요
13381201	유치한면이 없잖아있지만 유쾌한영화^^
13381186	재밌어요~~~~ㅎㅎ
13381185	화요일 까지 밖에 안 해서 아십다. 나는 내일 일요일에 볼 거라고 예상하는데. ㅠㅠ
13381182	꿀잼끌잼 개꿀잼!!!!
13381180	개인적으로 다른 마블시리즈보다 지루해서 아쉽네오
13381171	꿀잼꿀잼 지리고요 오지고요 고요고요고요한밤거룩한밤이고요
13381162	재밌어요~~~!!!
13381160	재밌다해서 봤는데 졸다 나왔다.. 아함~~졸려
13381156	말이필요없었습니다.
13381151	진지함은 전혀 없고 익숙한 패턴의 개그가 과하지만 재밌었다
13381148	유치해도 재밌게봤습니다캐리턱가 역시 흥미롭네요
13381131	진짜 봤는데ㅋㅋ 미국영웅주의의 앞두가 말이 안맞는 전개ㅋㅋㅋㅋ진짜 유치찬란함ㅋㅋ진짜 유치해ㅋㅋ아~~~내손 어쩔꺼ㅋㅋ
13381128	빨리 인피니트 워 나왔으면
13381112	Cg가 파워레인저 생각날 정도로 약간 유치했지만 재미도 감동도 액선도 스릴도 있는 복합영화였어요~
13381110	짱재미슴 꼭 다들 보셈 ㅎㅎ
13381098	보는내내 웃음이 끊이지 않았다 그리고 닥터스트레인지 가 너무 반가웠고 토르와헐크의 케미 도 너무 좋았다.
13381095	재밋엇음 ㅋ 마지막은 안기다려도될듯
13381096	재밌게 봤어요~~ 다음화가 기대되네요!
13381087	평점 다 알바들이냐? 시간 가는 줄 알고 본 첫 영화다.
13381067	시빌워 때 못 나온 멋쟁이들의 소심한 반격. 진짜 너무너무 잼따! 마블 사랑합니다ㅏㅏㅏㅏ????
13381056	스토리도 좋고 재밌었네요
13381043	노잼 토르가 아닌 개꿀잼토르
13381030	12345<8[15/
13381028	볼거리가 많아서 재미있었다
13381027	딱히 뭔가 신선한 면은 없네요 그냥 볼만한 정도인거 같네요~~
13381026	돌멩이 신스틸렄ㅋㅋㅋㅋ
13381018	재밌게잘보고왔습니다.
13381017	토르 이번꺼는 1편과2편보다 더 좋았다 1편과2편은 그냥 분위기가 어두운느낌인데 3편은 달라짐 유쾌상쾌 밝아진분위기 그게 전작과의 차이
13381011	진짜 토르 너무 잘생겼고 동생과의 케미도 멋졌다
13381009	토르재밌게봤습니다.
13381008	끝이 허무함 cg는 볼만함
13380995	솔직허이 옛날 토르분워기보단 재밌는지 스토리가 재밌는지는 잘몰것다 유쾌하긴했음 토르의 다른모숩?
13380992	개꿀잼 개그요소가 많았음
13380989	하우 데얼 유!~~~!!~!~!~!~!~!~!~!
13380988	진짜 재밌고 멋있고 ost 너무 좋음
13380985	스토리가 자기 취향 아니라 1점 준 사람들은 이해라도 하는데 지 돌대가리땜 시간 못찾아서 못보고 1점 준 것들은 뭐냐
13380977	역시 마블은 실망시키지 않더군요 아들하고 잼나게 보고 나왔습니다~^^
13380955	헬라 진짜 카리스마 간지 ㅠ 영화끝나고 헬라생각이 젤 많이 나더라 얼굴이 신화처럼 생김 ♡
13380937	큰 기대안했는데 너무 재밌었어요 중간중간 코믹도 좋았고 무엇보다 토르는 사랑입니다..?? 로키의 캐릭터도 좋았어요!! 만족해요
13380933	다음편인 어벤져스 가 기대되네요
13380927	재밌어용 재밋어용 재밌어용
13380922	잠은 안 옴.대배우들만 나오는 영화
13380921	좀 어수선한거 빼곤 괜찮음.
13380920	잼있사요 강추투추투우
13380912	너무너무 재미있었어요헐크가 귀여워요
13380911	토르의 영웅적인면도 어수룩한면도 볼수있어 더 즐거웠네요~지금까지봤던 어벤져스이야기중 쵝오잼났어요.토르변신한 머리스퇄 심쿵
13380909	너므너므너므 재미납니다
13380905	개인적으로 재미있었음!!
13380904	재밌는 영화. 믿고 보는 마블산 영화
13380901	헐크 농담은 좀 안웃겼지만 지루할틈없이 재미있었어요.
13380885	재밌어요^^~~~~
13380883	스토리와 엔딩이 좀 아쉽지만 재미있게 봤습니다
13380877	중간중간 웃음요소가 있어 지루하지않고 재밌게봤음
13380875	처음엔 좀유치하다 했는데 중간중간 재밌었어요
13380870	토르의 천둥의 신으로서 각성?
13380866	영상미와 사이다를 즐길 수 있는 영화입니다. 각 장면이 멋있어서 나중에 소장하고 보고싶어요- 악역에 대한 컨셉도 스토리도 부담스럽지 않고 좋았습니다. 마블답게 재미있는 영화였어요 ㅋㅋㅋㅋ
13380862	인피니티워 전에 토르각성, 브금오졌고, 스케일지렸고, 전개참신했다. 헬라는 ㅈㄴ 강했다. 수르트 행성파괴급이다...ㄷㄷ
13380858	완전재밌었어요 지금까지 시리즈중 젤 재밌었습니다
13380857	넘넘 재미있어요 역시 토르♡
13380824	와~~애들이랑 같이 보러갔는데 넘 재밌어서 시간 가는줄 몰랐네요^^진짜 재밌어요~꼭 보세요^^
13380811	토르:라그나르트 액션은 그냥볼만한데...요즘 볼만한 영화가 없어요..ㅠㅠ
13380804	가장재밌는토르시리즈 이래서갓블믿고본다
13380790	기대했었는데 역시나 재밋름
13380778	꿀쟈입니다 토르짱 멋있어요
13380776	다음편 가오갤 각토르가 이렇게 대단할 줄은 몰랐다. 토르 클라스 보소!다음이 너무 기대된다.
13380769	또 다른 이야기를 하기 위한 편이겠죠? 볼거리는 많았음!
13380747	그렇다. 라그나로크는 진짜였던 것이다.
13380743	최고에요~ 흥미진진하네요~
13380735	너무너무 재밌어요 ㅠㅠ 토르 멋지다
13380728	넘나 재밌는것 망치 유리 망치
13380720	킬링타임으로 나쁘찌낞아요
13380712	기마띠쿠다사이요라커커ㅓㅋ
13380704	어벤져스3가 매우 기대되네요!!!
13380700	꿀잼!!! 꼭보세요 ㅎㅎㅎ
13380674	꾸르잼 토르같지만 토르같지않은 마블영화
13380673	아이들이 너무 재밌다고하네요
13380671	토르 개왕팬인데 여태껏 토르 시리즈 중 최고!! 두말하면 입아픔. 그냥 보면 이해됨!! 토르 존멋 OO시 걍사랑♡
13380670	봣던 토르중 젤 잼나요볼만해요~
13380669	토르시리즈중 제일 재밌어요
13380666	깨알재미가 곳곳에 숨어있는 영화
13380642	토르시리즈중 가장걸작 웃기면서 재밋음
13380637	재밋내여루라채어너즈붐
13380630	재미 최고 드디어 입뗀 헐크.
13380628	재밌게 잘 보고왔습니다
13380617	어어ㅓ여댜어어저내ㅓ로고ㅗ로챠내ㅏ터처부터ㅏ지뤄어러더러
13380610	마블스러운 영화입니다. 여러모로 재밌었어요. 특히 미국식 (또는 마블식) 아재개그들ㅋㅋ 킥킥대면서 보게되네요.
13380590	토르존멋 존잘 ㅎㅎ헐크랑 잼잇음
13380588	마블 시리즈 중 역대급이다....
13380583	개 꿀 잼 입 니 다 토르 팬 됌
13380574	사람들의 흥미를 돋는 액션 코믹 무비
13380565	마블영화 잘 안보는데 재밌네 쨔식 ㅋ 헐크애교 졸라귀여워><
13380557	아들과 봤는데 실남나고 재밌는 장면도 있고 좋았습니다
13380556	ㅋㅋㅋ토르 왤케 짠내나냐ㅋㅋㅋ큐ㅠ
13380555	하두 재밌다길래 기대가 컸나
13380549	죽이고 피 튀기고 그런거 싫어하는데 이 영화는 뭔가 중간중간 소름돋고 뭉클한 부분들도 있고 무엇보다 음악이 너무 좋아요!! 다른 영화들에 비해 음악이 신나고 재밌는게 많았어요ㅠ암튼 개인적으로 여름에 했던 스파이더맨은 걍 그랬는데 이건 진짜 잼써요!!
13380543	재밋다재밋어매우재미지다!
13380532	천둥의신 토르 구우우웃
13380523	가정교육이 중요한 이유
13380517	믿고보는 마블. 오늘도 재밌었음.
13380498	토르 지금이 나의 전성기다
13380473	아이들과 관람하기 좋아요
13380469	등장인물 매력 팡팡 넘치는 영화
13380454	정말 재미있었습니다^-^
13380422	재밌습니다 또 보고싶습니다
13380413	재밌었는데요????
13380382	첫날봤는데 재미있었음 로키가 자기 뚜까쳐맞았던거 토르가 똑같이 맞으니까 엄청 좋아함 ㅋㅋ
13380378	개잼 할말없음 그냥 개잼
13380364	진짜 너무멋있고 재밌고 지렸고..
13380358	상업영화의 끝ㅡ 다크월드가 낫다
13380334	딸과 재미있게 봤어요. 마지막까지 긴장을 놓칠수 없는 토르 추천합니다.^^
13380332	재미없었에요ㅜ.ㅜ1편보고 기대했는데...
13380330	천둥의신토르~~~!!
13380329	언제나 기본 이상은 하는 마블 영화
13380328	아이랑 봤는데 재밌게 잘봣어요
13380278	마블 광팬으로써 너무나도 재밌게 봤습니다ㅎㅎ토르 짱짱
13380277	약간 지루한 장면들이 있었어요
13380269	굳 평점쓸테니까 포인트 내놔라 네이버
13380260	굿굿굿긋굿굿굿둣긋굿ㄱ ㅅ굿굿구수굿
13380252	화려한 컴퓨터그래픽이 아주 매력적이네요.흥미있네요.
13380251	정말 재미있게 봄~ 토르&로키 조합은 진리인듯ㅎㅎㅎ계속 보고싶었음~끝나는게 아쉬워 혼났넹ㅎㅎ
13380244	오래 기억될만한 걸작이라고 할 수 없겠으나 어벤져서 인피니트 워의 키를 닥터스트레인지랑 토르가 갖고있는것으로 보임. 이제 더이상 힘만 쎈 무식한 토르가 아니라 어벤져스의 또하나의 리더가 되는 계기로 보임
13380223	이번편이 다른편보다 유쾌해서 집중잘됨
13380210	스트레인지: 또얼, 로드 오브 떤더
13380199	믿고보는 마블입니다!!
13380183	여윽시 꾸울잼~^^!
13380179	정말 재밌지만 박지훈 오역 때문에...
13380171	재밌었다 . 역싀 마블.공백을 제외하고 10자라니!!
13380169	오랜만에 마블영화 보면서 개그코드도 맞고 시간가는줄 모르고 봤네요
13380167	재밌게 잘 봤어요 다음편이 기대됩니다 ^^
13380157	1;닥터스트레인지가 오딘 찾아주는 대신 지구에 돌아오지 말라고 했는데 몇천명을 데리고 돌아옴 2;트럼트는 이렇게 심각한 이민문제릏 어떻게 대면하지? 3;친누나는 입양된 동생보다 못함 4;망치 잃고 여친 잃고 아빠 잃고 집 잃었지만 아이큐와 동생을 찾음
13380152	토르 킹왕짱 재밌음!!
13380144	아~!!안봤음 말을 말아요~꿀잼!
13380140	로키 너무잘생겼어요ㅠㅠㅠ 영화너무재밌구 두번봤는데 두번째가 더재밌어여
13380137	개그포인트도 좋고 역시나 마블영화는진리><
13380126	어벤져스 인피니티워를 기대하시는 분이라면 필수
13380086	역대 토르 시리즈 중 가장 재밌었다
13380077	멋져 잼잇어 화끈해 욱겨
13380073	묘한 80년대 스타일의 OST가 매력적이었어용
13380064	꾸르잼입니당.ㅎ꼭보셈
13380046	기술이 발전하니 온통 만화영화 수준을 실사로 옮간것만 나오네.. 슈퍼맨 배트맨 스파이더맨..수준이 낮아 토르나...
13380043	히어로물 영화 흥미없었는데... 토르 라그나로크 존잼ㅋㅋㅋ 확실히 기대않고 봐야 재밌나봐요. 액션 비쥬얼 ost 사로잡기 충분했고 시간이 후딱 갔어요ㅋㅋ
13380038	아이랑 온식구 보러 갔어요 그냥 웃으며 휴일을 잘 보내고 왔네요사이사이 유머스럽게 지루하지는 않았어요나름 저는 괜찮았어요보는관점에 따라 다른거니지만 저는 나쁘지 않더라구요온식구가 까르르 웃고 신랑은 아무생각없이 보기에 나쁘지 않다고
13380022	개그최고ㅋㅋ 어깨힘 뺀 토르 최고ㅋㅋㅋ
13380014	역시 마블!!! ^^ 중간중간 살짝 지루함을 덜했다면 하는 아쉬움이 남지만 계속 웃을수있는 유머가 짱이었습니다~~#
13379997	마블영화안좋아하는대 이건꿀잼
13379991	읗하! 간만에 신나는 오락영화 본 기분이었네요! 아아아~아~! 이 노래 엄청 여운이 오래 갑니다 ㅋ
13379972	진짜 너무 재밌어용~~!
13379970	잼게잠게 봣어요 친구랑 잘 봣어요
13379950	역시 시간이 어떻게 지나갔는지 모를 정도로 즐건 시간 보냈네요
13379945	아주 재미잇게 봣습니다중간 코믹한 장면도 많고 생각없이 스트레스 풀기 좋은 영화에요
13379943	재미있다는것들 약빨았냐 ...광주 롯데시네마서 어제 보고왔는데...슈발 유플공짜표로봤으니 그나마 다행...
13379938	약갸 지루하긴 한데 뜬금포같은거 때문에 볼만은 함
13379935	아들과 간만 영화 보러 갔는데 재밌게 봤어요
13379925	굿잼입니다요요오오노몰
13379910	유치하지만 재미있었다
13379908	넘 재밌어서 또 보고싶다
13379885	망치의 신이 아니라는걸 증명했다
13379884	Best Thor movie so far.
13379875	전체적으로 멋있음...멋있음..엄청 멋있음...다른 설명이 필요없이 멋있음...망치의신이 아니였음을 다시한번 알게되는...ㅋㅋㅋ
13379873	내용이 재미있었고 한번다시보고싶은영화이다
13379862	진짜 너무 재밌어요~~~~
13379858	한 씬도 몰입이 깨지지 않았다.. 영화에만 집중할 수 있게 만드는 배우들의 연기력과 특수효과에 감탄하고 또 감탄했다ㅠㅠ
13379855	기대한 만큼 재미있지 않았네요 결과도 좀 흐지부지 끝나고
13379849	완전 잼나요 역시 마블~
13379842	완전 재미 있었어요..
13379841	그저 그래요 그저 그래요
13379827	진짜 처음부터 끝까지 웃기고 재밌고 ㅋㅋㅋㅋ 이맛에 마블 영화 본다 ㅋ 토르가 망치의 신이 아니라 천둥의 신이었다는걸 강하게 상기시켜줌 ㅋㅋ 헤어스타일 바꾸니까 더 멋짐 ㅠㅠㅠ
13379826	재밌게봤어요! 토르영화중에제일잘만든듯
13379814	토르와 헐크의 캐미 굿!
13379810	발키리 전사 역할 맡으셨던 배우님 너무 매력적이고 멋있었어요!! 다음 시리즈가 너무 기대됩니다! 재밌게 잘 봤어용!
13379802	유머러스한 케릭터를 만들고자한것이 너무 눈에 보여서 살짝 민ㅇ상했습니다
13379784	역시 마블영ㅎ하는 실망을 시키질 않네요 꼭보세요 2번보세요
13379780	돈 아까워서라도 애써 재밌으려고 애를 써가며 억지로 봤네요. 대체 뭐가 재밌다는건지. 이렇게 또 리뷰에 속았습니다.. 차라리 한국영화 볼 걸. 기막힌 액션이랄 것도 없고 혼 빼는 유머도 없습니다. 어거지로 키운 근육과 유치한 스토리만 부담스러울뿐.
13379775	마블은 실패하지않는다.
13379769	재미있네요~ 어벤저스를 보진 못했지만 어벤저스를 보고싶게만드는 영화인것 같아요ㅎㅎ
13379741	오랜만에 재밋는 영화엿습니다
13379735	완전 개 꿀잼 진짜 너무 재맜어요 다들 한번씩 꼭 봐요 ㅎㅎ
13379732	표예매를 잘못해서 못봄 자고잇을때 시작햇네 하하하
13379731	시간 가는 줄 모르고 봤어요히어로물 안좋아하는데도!
13379720	역시 꿀잼!!! 항상 기대이상
13379715	재밌었습니다~~~~
13379711	경괘한 음악 명괘한 스토리 어설픈 작품성보다 낮다.
13379709	그냥 최고다. 무조건 최고다.
13379707	스토리부터음악 배경까지 재미없는요소가 없는덧^.^
13379696	토르형 눈 돌려줘요!!!! 헐크 때문에 웃었음 ㅋㅋㅋ
13379671	웃으면서 봣어용~~볼만한영화!!
13379655	재미도 있으면서 마블영화에 대한 복선도 많이 나왔음
13379612	역시 마블 기대 이상이네요
13379603	그저 그런 만화같은. 개그를 받아들이지 못했다
13379566	토르 좋아 로키 좋아 핼라 좋아 ?
13379550	역시 갓토르 마블영화는 다 재밌어
13379548	마블이니깐...5점
13379542	즐기며 보기엔 좋은 영화
13379535	생각없이볼만함액션은마블
13379525	재밌어요 중간에 조금 지루함
13379521	짱잼인데 ㅜㅜ난 자버렷음 남자친구가 재밋게봐서 흐믓함
13379519	역대 최고의 토르 인피니트워가 기대된다
13379507	재미있게 잘봤습니다. 특히 ost 가 좋았습니다 ㅋㅋ
13379501	역시마블은코믹스럽다.재밌게봤습니다. 톰히들스텬을더좋아하게됐어요.다마러무착해진것같아그게아쉽습니다.
13379486	토르의 완성형. 전작들에 비해늘어난 그들의 조크.
13379484	토르 시리즈중 가장 재밌었다!! 토르의 진정한 힘이 드러나서 더 좋았다.
13379481	너무 재밌어요 개그로 웃긴 장면들도 많고 지루한 부분이 없이 잘 봤어요
13379476	그뤠잇 ! 이 한마디면 충분 ㅋ
13379475	헐크 낙하 오졌다. 슈우욱 퍽 퍽 데구르르 쾅
13379434	영화보는 내내 재미있었어요
13379428	역시 전 헐크가 더 좋습니다 ㅎ볼만합니다.
13379417	토르 무거운 내용일까봐 기대안했는데 완전 꿀잼다만 두번째 쿠키는 괜히 기다림..
13379409	재밌네요 아무생각없이 유쾌함
13379397	우울할때봤는데도 불구하고 신나고재미있는 영화
13379365	토르가 괜히 천둥의 신이 아니야
13379347	솔직히 다 웃김 개그코드도 잘 맞아떨어지고 재밋음 최소 5번은 피식하게 됌ㅋㅋㅋ
13379343	가벼워진 캐릭터들에 장단점이 느껴진다. 다소 지루하다.
13379337	기대이상이였어용 ㅠㅠㅠ
13379331	자세한 설명은 생략한다
13379326	시간가는줄 모르고 봤네요 액션이 마블작중 역대였습니다
13379276	두번째 엔딩크레딧이 좀 허무했어요
13379261	재미나게잘보고왔네요
13379250	개꿀이에요 꼭ㅂ허양ㅅㅇ
13379204	첨부터 끝까지 지루함의 끝
13379203	또오르 또오르 한번보고 두번은 안볼 영화 재밌어요
13379196	캐릭터 다 망가트림. 삼류 코메디 영화. 헐크가 대사가 생겼다. 특히 헐크와 토르의 어이 없는 대사가 많음. 어이가 없어서 보는 내내 헛웃음이 나옴
13379182	로키한테 반해서 마블시리즈 계속찾아보고있어요^^ 진짜 재밌어서 두번봤습니다 ㅎㅎ
13379180	아이들보기좋은영화인것같아요
13379177	역대 토르중 가장 재미나네요
13379155	뒤늦게 봤는데 역시 영화관에서 안봤으면 후회할뻔ㅋㅋ
13379149	조온잼이에용오오오오아당
13379139	뀰잼이거안보면 안되니오여
13379120	유머 코드가 조금 과한 듯, 그러나 재미는 보장
13379118	그냥 그럭저럭...어쩌면 만화책이 나을수도..
13379115	이 영화 재밌네요마블히어로에서 나오는 작품이라 다른것도 기대감이 아주커요
13379082	햄식이랑 히들이 케미 오져.. 마크도 귀여워..또 봐야징
13379077	너무 재미나게 잘봤네요 ^^*
13379075	헬라 넘나 매력터지는것
13379065	재미있네요 ㅎㅎ..그저그론
13379062	현란한 그래픽에 맞는 케릭터들의 액션케미에 즐거웠습니다
13379057	다음편이 또 기대되게만드네요 재밋엇어요
13379054	로키의 캐릭터가 정말 사랑스러워졌다 어벤져스1에서는 말썽꾸러기더니 갓토르 망치는 없어졌어요 천둥의 신!
13379051	마블은 틀리지 않습니다!
13379025	토르시리중 가장 개그 포인트가 많아 웃으면서 봄
13379016	굿굿 재밋음 너무 개그성도 굿임
13379005	그냥 b급 영화인 듯해요. 이번편은 다소 실망스럽고 떡밥만 난무했지 회수는 제대로...
13378991	토르 날가져요 ㅠㅠ 엉엉
13378951	재밋었어요 ㅎㅎㅎ 또보고싶네요
13378948	재미는 있었지만 너무 개그였음ㅋ
13378931	좋아요 재밌어요 기억에 남을거애요
13378919	다음작 기대해 보겠습니다
13378869	해피 엔딩이면서 전형적인 마무리가 아니라서 좋았다 거의 완벽하게 재밌는 영화였다. 기자나 평론가 OO들은 고상한척을 하는건지 뒷돈을 받아 쳐먹었는지 짜게 주는게 이해가 안되지만서라도 말이지.. 한국영화 업체로부터 돈쳐받았나 의심이 갈 정도다..
13378860	기대안하고봤는데 허니잼!
13378846	진짜 재밌어요 토르꾸르잼!!
13378823	생각보다 재미있게 봤네요
13378811	뭐 재미있는 편입니다.
13378803	잼쪙잼쪙잼쪙잼쪙잼쪙잼쪙잼쪙잼쪙잼쪙잼쪙잼쪙잼쪙
13378801	토르 멋있음 마블영화답고 재밌었음~~
13378798	진짜 리얼 존잼 ㅋㅋ 어벤져스 물 원래좋아해서 개봉할떄마다 봅니다. 이번에 토르 헐크케미 진짜 재미있었네요 강추합니다.
13378793	마블 영화중에 제일 웃기는 영화였어요 다음편이 기대되네요
13378786	나 마블영화만은 극장에서 올킬인데 이번 토르 라그나로크는.. 실망이었다. 보는내내 손발이 오글오글.. 내용도 그닥.. 쓸데없는 유머만 가득하고 토르의 진정성은 어디로 가버리고 이번 영화는 도대체 무슨생각으로 만든 것인가.. 새로운 캐릭터 데뷔영화인가?
13378782	ㅎㅅㅎ재밋음재밋음재밋음
13378778	아무 생각 없이 보기 좋은 영화, 재미있고, 스트레스 풀려요
13378770	기대했던만큼 재밌어요!
13378760	오락영화 그냥 볼만하다
13378750	재미와 작품성 모두 전작들보다 월등해졌다! 헬라를 통해 미국 건국의 이면을 내다보는 자세가 키포인트!
13378746	코벤져스~~!!캐릭들의 색다른 인간미를..
13378737	말이필요없음.. 첫시작부터 토르1.2 합친것보다 재미있음 까메오들도 기가막히고 마지막 헬라 그렇게갈줄은몰랐지만 현명했다
13378733	마블 중 젤 재밌었습니다
13378721	정말 최고의 영화였습니다.
13378718	볼만함그런데 내용은 별루
13378701	천둥의신!아존나조아용
13378683	재미는잇어요 막 웃기는건없지만 근데 먼가 연결되는스토리부분들이 좀 엉뚱? 한것같아요..그냥 어벤져스 쭉봐온사람으로 재미만잇엇어요
13378671	최근 본 영화 중 가장 재밌었음!
13378666	타임킬링용 무난무난한 영화!
13378657	역시마블입니다요!!
13378655	ㅊ채애ㅏ나ㅏ쁘바바바배재ㅐ애아챂
13378644	완전 재밌어요 마블 시리즈 중 역대급! 꼭 보세요 두번 보세요
13378643	역시~~ 역시~~~ 코믹하고 좋구만
13378640	토르 쟞간지!! 핵꿀잼!!!
